filename,label
Normal/Normal-1.png,Normal
Normal/Normal-2.png,Normal
Normal/Normal-3.png,Normal
Normal/Normal-4.png,Normal
Normal/Normal-5.png,Normal
Normal/Normal-6.png,Normal
Normal/Normal-7.png,Normal
Normal/Normal-8.png,Normal
Normal/Normal-9.png,Normal
Normal/Normal-10.png,Normal
Normal/Normal-11.png,Normal
Normal/Normal-12.png,Normal
Normal/Normal-13.png,Normal
Normal/Normal-14.png,Normal
Normal/Normal-15.png,Normal
Normal/Normal-16.png,Normal
Normal/Normal-17.png,Normal
Normal/Normal-18.png,Normal
Normal/Normal-19.png,Normal
Normal/Normal-20.png,Normal
Normal/Normal-21.png,Normal
Normal/Normal-22.png,Normal
Normal/Normal-23.png,Normal
Normal/Normal-24.png,Normal
Normal/Normal-25.png,Normal
Normal/Normal-26.png,Normal
Normal/Normal-27.png,Normal
Normal/Normal-28.png,Normal
Normal/Normal-29.png,Normal
Normal/Normal-30.png,Normal
Normal/Normal-31.png,Normal
Normal/Normal-32.png,Normal
Normal/Normal-33.png,Normal
Normal/Normal-34.png,Normal
Normal/Normal-35.png,Normal
Normal/Normal-36.png,Normal
Normal/Normal-37.png,Normal
Normal/Normal-38.png,Normal
Normal/Normal-39.png,Normal
Normal/Normal-40.png,Normal
Normal/Normal-41.png,Normal
Normal/Normal-42.png,Normal
Normal/Normal-43.png,Normal
Normal/Normal-44.png,Normal
Normal/Normal-45.png,Normal
Normal/Normal-46.png,Normal
Normal/Normal-47.png,Normal
Normal/Normal-48.png,Normal
Normal/Normal-49.png,Normal
Normal/Normal-50.png,Normal
Normal/Normal-51.png,Normal
Normal/Normal-52.png,Normal
Normal/Normal-53.png,Normal
Normal/Normal-54.png,Normal
Normal/Normal-55.png,Normal
Normal/Normal-56.png,Normal
Normal/Normal-57.png,Normal
Normal/Normal-58.png,Normal
Normal/Normal-59.png,Normal
Normal/Normal-60.png,Normal
Normal/Normal-61.png,Normal
Normal/Normal-62.png,Normal
Normal/Normal-63.png,Normal
Normal/Normal-64.png,Normal
Normal/Normal-65.png,Normal
Normal/Normal-66.png,Normal
Normal/Normal-67.png,Normal
Normal/Normal-68.png,Normal
Normal/Normal-69.png,Normal
Normal/Normal-70.png,Normal
Normal/Normal-71.png,Normal
Normal/Normal-72.png,Normal
Normal/Normal-73.png,Normal
Normal/Normal-74.png,Normal
Normal/Normal-75.png,Normal
Normal/Normal-76.png,Normal
Normal/Normal-77.png,Normal
Normal/Normal-78.png,Normal
Normal/Normal-79.png,Normal
Normal/Normal-80.png,Normal
Normal/Normal-81.png,Normal
Normal/Normal-82.png,Normal
Normal/Normal-83.png,Normal
Normal/Normal-84.png,Normal
Normal/Normal-85.png,Normal
Normal/Normal-86.png,Normal
Normal/Normal-87.png,Normal
Normal/Normal-88.png,Normal
Normal/Normal-89.png,Normal
Normal/Normal-90.png,Normal
Normal/Normal-91.png,Normal
Normal/Normal-92.png,Normal
Normal/Normal-93.png,Normal
Normal/Normal-94.png,Normal
Normal/Normal-95.png,Normal
Normal/Normal-96.png,Normal
Normal/Normal-97.png,Normal
Normal/Normal-98.png,Normal
Normal/Normal-99.png,Normal
Normal/Normal-100.png,Normal
Normal/Normal-101.png,Normal
Normal/Normal-102.png,Normal
Normal/Normal-103.png,Normal
Normal/Normal-104.png,Normal
Normal/Normal-105.png,Normal
Normal/Normal-106.png,Normal
Normal/Normal-107.png,Normal
Normal/Normal-108.png,Normal
Normal/Normal-109.png,Normal
Normal/Normal-110.png,Normal
Normal/Normal-111.png,Normal
Normal/Normal-112.png,Normal
Normal/Normal-113.png,Normal
Normal/Normal-114.png,Normal
Normal/Normal-115.png,Normal
Normal/Normal-116.png,Normal
Normal/Normal-117.png,Normal
Normal/Normal-118.png,Normal
Normal/Normal-119.png,Normal
Normal/Normal-120.png,Normal
Normal/Normal-121.png,Normal
Normal/Normal-122.png,Normal
Normal/Normal-123.png,Normal
Normal/Normal-124.png,Normal
Normal/Normal-125.png,Normal
Normal/Normal-126.png,Normal
Normal/Normal-127.png,Normal
Normal/Normal-128.png,Normal
Normal/Normal-129.png,Normal
Normal/Normal-130.png,Normal
Normal/Normal-131.png,Normal
Normal/Normal-132.png,Normal
Normal/Normal-133.png,Normal
Normal/Normal-134.png,Normal
Normal/Normal-135.png,Normal
Normal/Normal-136.png,Normal
Normal/Normal-137.png,Normal
Normal/Normal-138.png,Normal
Normal/Normal-139.png,Normal
Normal/Normal-140.png,Normal
Normal/Normal-141.png,Normal
Normal/Normal-142.png,Normal
Normal/Normal-143.png,Normal
Normal/Normal-144.png,Normal
Normal/Normal-145.png,Normal
Normal/Normal-146.png,Normal
Normal/Normal-147.png,Normal
Normal/Normal-148.png,Normal
Normal/Normal-149.png,Normal
Normal/Normal-150.png,Normal
Normal/Normal-151.png,Normal
Normal/Normal-152.png,Normal
Normal/Normal-153.png,Normal
Normal/Normal-154.png,Normal
Normal/Normal-155.png,Normal
Normal/Normal-156.png,Normal
Normal/Normal-157.png,Normal
Normal/Normal-158.png,Normal
Normal/Normal-159.png,Normal
Normal/Normal-160.png,Normal
Normal/Normal-161.png,Normal
Normal/Normal-162.png,Normal
Normal/Normal-163.png,Normal
Normal/Normal-164.png,Normal
Normal/Normal-165.png,Normal
Normal/Normal-166.png,Normal
Normal/Normal-167.png,Normal
Normal/Normal-168.png,Normal
Normal/Normal-169.png,Normal
Normal/Normal-170.png,Normal
Normal/Normal-171.png,Normal
Normal/Normal-172.png,Normal
Normal/Normal-173.png,Normal
Normal/Normal-174.png,Normal
Normal/Normal-175.png,Normal
Normal/Normal-176.png,Normal
Normal/Normal-177.png,Normal
Normal/Normal-178.png,Normal
Normal/Normal-179.png,Normal
Normal/Normal-180.png,Normal
Normal/Normal-181.png,Normal
Normal/Normal-182.png,Normal
Normal/Normal-183.png,Normal
Normal/Normal-184.png,Normal
Normal/Normal-185.png,Normal
Normal/Normal-186.png,Normal
Normal/Normal-187.png,Normal
Normal/Normal-188.png,Normal
Normal/Normal-189.png,Normal
Normal/Normal-190.png,Normal
Normal/Normal-191.png,Normal
Normal/Normal-192.png,Normal
Normal/Normal-193.png,Normal
Normal/Normal-194.png,Normal
Normal/Normal-195.png,Normal
Normal/Normal-196.png,Normal
Normal/Normal-197.png,Normal
Normal/Normal-198.png,Normal
Normal/Normal-199.png,Normal
Normal/Normal-200.png,Normal
Tuberculosis/Tuberculosis-1.png,Tuberculosis
Tuberculosis/Tuberculosis-2.png,Tuberculosis
Tuberculosis/Tuberculosis-3.png,Tuberculosis
Tuberculosis/Tuberculosis-4.png,Tuberculosis
Tuberculosis/Tuberculosis-5.png,Tuberculosis
Tuberculosis/Tuberculosis-6.png,Tuberculosis
Tuberculosis/Tuberculosis-7.png,Tuberculosis
Tuberculosis/Tuberculosis-8.png,Tuberculosis
Tuberculosis/Tuberculosis-9.png,Tuberculosis
Tuberculosis/Tuberculosis-10.png,Tuberculosis
Tuberculosis/Tuberculosis-11.png,Tuberculosis
Tuberculosis/Tuberculosis-12.png,Tuberculosis
Tuberculosis/Tuberculosis-13.png,Tuberculosis
Tuberculosis/Tuberculosis-14.png,Tuberculosis
Tuberculosis/Tuberculosis-15.png,Tuberculosis
Tuberculosis/Tuberculosis-16.png,Tuberculosis
Tuberculosis/Tuberculosis-17.png,Tuberculosis
Tuberculosis/Tuberculosis-18.png,Tuberculosis
Tuberculosis/Tuberculosis-19.png,Tuberculosis
Tuberculosis/Tuberculosis-20.png,Tuberculosis
Tuberculosis/Tuberculosis-21.png,Tuberculosis
Tuberculosis/Tuberculosis-22.png,Tuberculosis
Tuberculosis/Tuberculosis-23.png,Tuberculosis
Tuberculosis/Tuberculosis-24.png,Tuberculosis
Tuberculosis/Tuberculosis-25.png,Tuberculosis
Tuberculosis/Tuberculosis-26.png,Tuberculosis
Tuberculosis/Tuberculosis-27.png,Tuberculosis
Tuberculosis/Tuberculosis-28.png,Tuberculosis
Tuberculosis/Tuberculosis-29.png,Tuberculosis
Tuberculosis/Tuberculosis-30.png,Tuberculosis
Tuberculosis/Tuberculosis-31.png,Tuberculosis
Tuberculosis/Tuberculosis-32.png,Tuberculosis
Tuberculosis/Tuberculosis-33.png,Tuberculosis
Tuberculosis/Tuberculosis-34.png,Tuberculosis
Tuberculosis/Tuberculosis-35.png,Tuberculosis
Tuberculosis/Tuberculosis-36.png,Tuberculosis
Tuberculosis/Tuberculosis-37.png,Tuberculosis
Tuberculosis/Tuberculosis-38.png,Tuberculosis
