filename,label
normal/Normal-1.png,Normal
normal/Normal-10.png,Normal
normal/Normal-100.png,Normal
normal/Normal-101.png,Normal
normal/Normal-102.png,Normal
normal/Normal-103.png,Normal
normal/Normal-104.png,Normal
normal/Normal-105.png,Normal
normal/Normal-106.png,Normal
normal/Normal-107.png,Normal
normal/Normal-108.png,Normal
normal/Normal-109.png,Normal
normal/Normal-11.png,Normal
normal/Normal-110.png,Normal
normal/Normal-111.png,Normal
normal/Normal-112.png,Normal
normal/Normal-113.png,Normal
normal/Normal-114.png,Normal
normal/Normal-115.png,Normal
normal/Normal-116.png,Normal
normal/Normal-117.png,Normal
normal/Normal-118.png,Normal
normal/Normal-119.png,Normal
normal/Normal-12.png,Normal
normal/Normal-120.png,Normal
normal/Normal-121.png,Normal
normal/Normal-122.png,Normal
normal/Normal-123.png,Normal
normal/Normal-124.png,Normal
normal/Normal-125.png,Normal
normal/Normal-126.png,Normal
normal/Normal-127.png,Normal
normal/Normal-128.png,Normal
normal/Normal-129.png,Normal
normal/Normal-13.png,Normal
normal/Normal-130.png,Normal
normal/Normal-131.png,Normal
normal/Normal-132.png,Normal
normal/Normal-133.png,Normal
normal/Normal-134.png,Normal
normal/Normal-135.png,Normal
normal/Normal-136.png,Normal
normal/Normal-137.png,Normal
normal/Normal-138.png,Normal
normal/Normal-139.png,Normal
normal/Normal-14.png,Normal
normal/Normal-140.png,Normal
normal/Normal-141.png,Normal
normal/Normal-142.png,Normal
normal/Normal-143.png,Normal
normal/Normal-144.png,Normal
normal/Normal-145.png,Normal
normal/Normal-146.png,Normal
normal/Normal-147.png,Normal
normal/Normal-148.png,Normal
normal/Normal-149.png,Normal
normal/Normal-15.png,Normal
normal/Normal-150.png,Normal
normal/Normal-151.png,Normal
normal/Normal-152.png,Normal
normal/Normal-153.png,Normal
normal/Normal-154.png,Normal
normal/Normal-155.png,Normal
normal/Normal-156.png,Normal
normal/Normal-157.png,Normal
normal/Normal-158.png,Normal
normal/Normal-159.png,Normal
normal/Normal-16.png,Normal
normal/Normal-160.png,Normal
normal/Normal-161.png,Normal
normal/Normal-162.png,Normal
normal/Normal-163.png,Normal
normal/Normal-164.png,Normal
normal/Normal-165.png,Normal
normal/Normal-166.png,Normal
normal/Normal-167.png,Normal
normal/Normal-168.png,Normal
normal/Normal-169.png,Normal
normal/Normal-17.png,Normal
normal/Normal-170.png,Normal
normal/Normal-171.png,Normal
normal/Normal-172.png,Normal
normal/Normal-173.png,Normal
normal/Normal-174.png,Normal
normal/Normal-175.png,Normal
normal/Normal-176.png,Normal
normal/Normal-177.png,Normal
normal/Normal-178.png,Normal
normal/Normal-179.png,Normal
normal/Normal-18.png,Normal
normal/Normal-180.png,Normal
normal/Normal-181.png,Normal
normal/Normal-182.png,Normal
normal/Normal-183.png,Normal
normal/Normal-184.png,Normal
normal/Normal-185.png,Normal
normal/Normal-186.png,Normal
normal/Normal-187.png,Normal
normal/Normal-188.png,Normal
normal/Normal-189.png,Normal
normal/Normal-19.png,Normal
normal/Normal-190.png,Normal
normal/Normal-191.png,Normal
normal/Normal-192.png,Normal
normal/Normal-193.png,Normal
normal/Normal-194.png,Normal
normal/Normal-195.png,Normal
normal/Normal-196.png,Normal
normal/Normal-197.png,Normal
normal/Normal-198.png,Normal
normal/Normal-199.png,Normal
normal/Normal-2.png,Normal
normal/Normal-20.png,Normal
normal/Normal-200.png,Normal
normal/Normal-21.png,Normal
normal/Normal-22.png,Normal
normal/Normal-23.png,Normal
normal/Normal-24.png,Normal
normal/Normal-25.png,Normal
normal/Normal-26.png,Normal
normal/Normal-27.png,Normal
normal/Normal-28.png,Normal
normal/Normal-29.png,Normal
normal/Normal-3.png,Normal
normal/Normal-30.png,Normal
normal/Normal-31.png,Normal
normal/Normal-32.png,Normal
normal/Normal-33.png,Normal
normal/Normal-34.png,Normal
normal/Normal-35.png,Normal
normal/Normal-36.png,Normal
normal/Normal-37.png,Normal
normal/Normal-38.png,Normal
normal/Normal-39.png,Normal
normal/Normal-4.png,Normal
normal/Normal-40.png,Normal
normal/Normal-41.png,Normal
normal/Normal-42.png,Normal
normal/Normal-43.png,Normal
normal/Normal-44.png,Normal
normal/Normal-45.png,Normal
normal/Normal-46.png,Normal
normal/Normal-47.png,Normal
normal/Normal-48.png,Normal
normal/Normal-49.png,Normal
normal/Normal-5.png,Normal
normal/Normal-50.png,Normal
normal/Normal-51.png,Normal
normal/Normal-52.png,Normal
normal/Normal-53.png,Normal
normal/Normal-54.png,Normal
normal/Normal-55.png,Normal
normal/Normal-56.png,Normal
normal/Normal-57.png,Normal
normal/Normal-58.png,Normal
normal/Normal-59.png,Normal
normal/Normal-6.png,Normal
normal/Normal-60.png,Normal
normal/Normal-61.png,Normal
normal/Normal-62.png,Normal
normal/Normal-63.png,Normal
normal/Normal-64.png,Normal
normal/Normal-65.png,Normal
normal/Normal-66.png,Normal
normal/Normal-67.png,Normal
normal/Normal-68.png,Normal
normal/Normal-69.png,Normal
normal/Normal-7.png,Normal
normal/Normal-70.png,Normal
normal/Normal-71.png,Normal
normal/Normal-72.png,Normal
normal/Normal-73.png,Normal
normal/Normal-74.png,Normal
normal/Normal-75.png,Normal
normal/Normal-76.png,Normal
normal/Normal-77.png,Normal
normal/Normal-78.png,Normal
normal/Normal-79.png,Normal
normal/Normal-8.png,Normal
normal/Normal-80.png,Normal
normal/Normal-81.png,Normal
normal/Normal-82.png,Normal
normal/Normal-83.png,Normal
normal/Normal-84.png,Normal
normal/Normal-85.png,Normal
normal/Normal-86.png,Normal
normal/Normal-87.png,Normal
normal/Normal-88.png,Normal
normal/Normal-89.png,Normal
normal/Normal-9.png,Normal
normal/Normal-90.png,Normal
normal/Normal-91.png,Normal
normal/Normal-92.png,Normal
normal/Normal-93.png,Normal
normal/Normal-94.png,Normal
normal/Normal-95.png,Normal
normal/Normal-96.png,Normal
normal/Normal-97.png,Normal
normal/Normal-98.png,Normal
normal/Normal-99.png,Normal
tuberculosis/Tuberculosis-1.png,Tuberculosis
